"g__Leptotrichiaceae_unclassified" "g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified" "g__Gallionellaceae_unclassified" "g__Cardiobacteriaceae_unclassified" "s__Rothia_mucilaginosa" "s__Prevotella_melaninogenica" "s__Neisseria_unclassified" "s__Veillonella_unclassified" "s__Prevotella_pallens" "s__Prevotella_sp_oral_taxon_306" "s__Prevotella_histicola" "s__Streptococcus_infantis" "s__Neisseria_flavescens" "s__Prevotella_salivae" "s__Megasphaera_micronuciformis" "s__Haemophilus_parainfluenzae" "s__Veillonella_atypica" "s__Streptococcus_sp_SK140" "s__Prevotella_sp_C561" "s__Alloprevotella_rava" "s__Porphyromonas_sp_oral_taxon_279" "s__Campylobacter_sp_10_1_50" "s__Atopobium_parvulum" "s__Solobacterium_moorei" "s__Streptococcus_parasanguinis" "s__Granulicatella_unclassified" "s__Streptococcus_mitis_oralis_pneumoniae" "s__Leptotrichia_unclassified" "s__Actinomyces_sp_ICM47" "s__Veillonella_sp_oral_taxon_158" "s__Streptococcus_phage_EJ_1" "s__Prevotella_nanceiensis" "s__Aggregatibacter_segnis" "s__Actinomyces_odontolyticus" "s__Granulicatella_adiacens" "s__Eubacterium_infirmum" "s__Kingella_unclassified" "s__Leptotrichia_wadei" "s__Lachnospiraceae_bacterium_oral_taxon_082" "s__Bifidobacterium_longum" "s__Streptococcus_salivarius" "s__Fusobacterium_periodonticum" "s__Neisseria_subflava" "s__Actinomyces_graevenitzii" "s__Simonsiella_muelleri" "s__Veillonella_dispar" "s__Haemophilus_paraphrohaemolyticus" "s__Oribacterium_sp_ACB1" "s__Granulicatella_elegans" "s__Oribacterium_sinus" "s__Gemella_haemolysans" "s__Campylobacter_concisus" "s__Neisseria_sicca" "s__Capnocytophaga_sp_oral_taxon_329" "s__Prevotella_veroralis" "s__Haemophilus_parahaemolyticus" "s__Gemella_morbillorum" "s__Veillonella_parvula" "s__Actinobacillus_unclassified" "s__Stomatobaculum_longum" "s__Streptococcus_tigurinus" "s__Atopobium_sp_ICM58" "s__Alloprevotella_tannerae" "s__Lachnospiraceae_bacterium_ICM7" "s__Bulleidia_extructa" "s__Haemophilus_sputorum" "s__Prevotella_oulorum" "s__Porphyromonas_endodontalis" "s__Selenomonas_flueggei" "s__Aggregatibacter_unclassified" "s__Abiotrophia_defectiva" "s__Gemella_sanguinis" "s__Selenomonas_sputigena" "s__Streptococcus_constellatus" "s__Filifactor_alocis" "s__Prevotella_intermedia" "s__Leptotrichia_shahii" "s__Haemophilus_haemolyticus" "s__Dialister_invisus" "s__Prevotella_baroniae" "s__Mitsuokella_unclassified" "s__Delftia_unclassified" "s__Neisseria_elongata" "s__Aggregatibacter_aphrophilus" "s__Capnocytophaga_unclassified" "s__Treponema_denticola" "s__Eubacterium_brachy" "s__Capnocytophaga_gingivalis" "s__Fusobacterium_nucleatum" "s__Prevotella_oris" "s__Parvimonas_unclassified" "s__Lautropia_mirabilis" "s__candidate_division_TM7_single_cell_isolate_TM7b" "s__Rothia_dentocariosa" "s__Streptococcus_pseudopneumoniae" "s__Peptostreptococcus_unclassified" "s__Lachnoanaerobaculum_saburreum" "s__Rothia_aeria" "s__Parvimonas_micra" "s__Peptostreptococcus_stomatis" "s__Treponema_socranskii" "s__Dialister_micraerophilus" "s__Streptococcus_peroris" "s__Delftia_acidovorans" "s__Tannerella_forsythia" "s__Kingella_denitrificans" "s__Campylobacter_showae" "s__Streptococcus_sanguinis" "s__Streptococcus_australis" "s__Leptotrichia_buccalis" "s__Prevotella_denticola" "s__Selenomonas_infelix" "s__Neisseria_cinerea" "s__candidate_division_TM7_single_cell_isolate_TM7c" "s__Catonella_morbi" "s__Centipeda_periodontii" "s__Treponema_medium" "s__Eubacteriaceae_noname_unclassified" "s__Riemerella_unclassified" "s__Capnocytophaga_granulosa" "s__Streptococcus_anginosus" "s__Atopobium_rimae" "s__Campylobacter_rectus" "s__Corynebacterium_matruchotii" "s__Leptotrichia_hofstadii" "s__Ruminococcus_torques" "s__Fretibacterium_fastidiosum" "s__Avian_myelocytomatosis_virus" "s__Neisseria_gonorrhoeae" "s__Alloscardovia_omnicolens" "s__Torque_teno_virus" "s__Eubacteriaceae_bacterium_CM2" "s__Shuttleworthia_satelles" "s__Streptococcus_intermedius" "s__Comamonas_unclassified" "s__Neisseria_lactamica" "s__Eubacterium_saphenum" "s__Cardiobacterium_hominis" "s__Neisseria_meningitidis" "s__Treponema_lecithinolyticum" "s__Eubacteriaceae_bacterium_ACC19a" "s__Neisseria_macacae" "s__Treponema_vincentii" "s__Prevotella_loescheii" "s__Treponema_maltophilum" "s__Eikenella_corrodens" "s__Lachnospiraceae_oral_taxon_107" "s__Prevotella_dentalis" "s__Candidatus_Prevotella_conceptionensis" "s__Escherichia_coli" "s__Streptococcus_oligofermentans" "s__Porphyromonas_catoniae" "s__Slackia_unclassified" "s__Prevotella_multiformis" "s__Prevotella_nigrescens" "s__Escherichia_unclassified" "s__Kingella_kingae" "s__Selenomonas_noxia" "s__Actinomyces_sp_HPA0247" "s__Leptotrichia_sp_oral_taxon_215" "s__Rothia_unclassified" "s__Lactobacillus_reuteri" "s__Streptococcus_cristatus" "s__Propionibacterium_acnes" "s__Thiomonas_unclassified" "s__Murine_osteosarcoma_virus" "s__Streptococcus_gordonii" "s__Actinomyces_viscosus" "s__Lactococcus_lactis" "s__C2likevirus_unclassified" "g__Propionibacteriaceae_unclassified" "s__Lactobacillus_vaginalis" "s__Bacteroidetes_oral_taxon_274" "s__Gluconacetobacter_unclassified" "s__Lactobacillus_fermentum" "s__Bifidobacterium_dentium" "s__Lactobacillus_gasseri" "s__Pseudomonas_unclassified" "s__Klebsiella_oxytoca" "s__Scardovia_wiggsiae" "s__Enterobacter_cloacae" "s__Aeromonas_unclassified" "s__Streptococcus_vestibularis" "s__Acinetobacter_pittii_calcoaceticus_nosocomialis" "s__Prevotella_pleuritidis" "s__Pseudoramibacter_alactolyticus" "s__Oribacterium_sp_oral_taxon_078" "s__Pseudomonas_mandelii" "s__Aeromonas_caviae" "s__Acetobacter_unclassified" "s__Klebsiella_pneumoniae" "s__Anaeroglobus_geminatus" "s__Olsenella_uli" "s__Cryptobacterium_curtum" "s__Desulfobulbus_sp_oral_taxon_041" "s__Gluconacetobacter_diazotrophicus" "s__Gemella_unclassified" "s__Acinetobacter_johnsonii" "s__Klebsiella_unclassified" "s__Prevotella_oralis" "s__Alloprevotella_unclassified" "s__Corynebacterium_durum" "s__Haemophilus_influenzae" "s__Haemophilus_pittmaniae" "s__Porphyromonas_gingivalis" "s__Haemophilus_aegyptius" "s__Eggerthia_catenaformis" "s__Actinomyces_cardiffensis" "s__Human_adenovirus_D" "s__Oribacterium_sp_ACB8" "s__Eubacterium_yurii" "s__Capnocytophaga_ochracea" "s__Kocuria_unclassified" "s__Leptotrichia_goodfellowii" "s__Lactococcus_raffinolactis" "s__Corynebacterium_propinquum" "s__Mycoplasma_orale" "s__Stenotrophomonas_maltophilia" "s__Prevotella_sp_oral_taxon_473" "s__Veillonella_sp_oral_taxon_780" "s__Prevotella_maculosa" "s__Streptococcus_thermophilus" "s__Prevotella_micans" "s__Scardovia_unclassified" "s__Human_herpesvirus_4" "s__Actinomyces_oris" "s__Chlamydia_trachomatis" "g__Candidatus_Saccharibacteria_noname_unclassified" "s__Actinomyces_sp_ICM39" "s__Eubacteriaceae_bacterium_OBRC8" "s__Campylobacter_gracilis" "s__Prevotella_marshii" "s__Marinobacter_unclassified" "s__Actinomyces_sp_oral_taxon_172" "s__Prevotella_buccae" "s__Gardnerella_vaginalis" "s__Fusobacterium_necrophorum" "s__Actinomyces_sp_oral_taxon_181" "s__Staphylococcus_phage_PVL" "s__Porcine_type_C_oncovirus" "s__Leuconostoc_citreum" "s__Leuconostoc_unclassified" "s__Pseudomonas_stutzeri" "s__Kingella_oralis" "s__Gemella_bergeri" "s__Peptoniphilus_lacrimalis" "s__Olsenella_unclassified" "s__Lactobacillus_amylovorus" "s__Actinomyces_sp_ph3" "s__Actinomyces_sp_oral_taxon_448" "s__Subdoligranulum_unclassified" "s__Porphyromonas_sp_oral_taxon_278" "s__Bacteroidetes_bacterium_oral_taxon_272" "s__Actinomyces_phage_Av_1" "s__Aggregatibacter_actinomycetemcomitans" "s__Actinobaculum_unclassified" "s__Slackia_exigua" "s__Actinomyces_johnsonii" "s__Parascardovia_denticolens" "s__Streptococcus_mutans" "s__Candida_dubliniensis" "s__Olsenella_profusa" "s__Porphyromonas_uenonis" "s__Jonquetella_anthropi" "s__Jonquetella_unclassified" "g__Dermatophilaceae_unclassified" "s__Candida_albicans" "s__Lactobacillus_salivarius"
"ES_110_0" 598273 37695 7744 151 6750667 4394841 4366834 4301741 3910477 3772152 2834023 2509458 2215987 2124163 1669679 1459527 1302918 1092110 1089981 905754 884075 606725 539984 528823 479016 462263 435822 408517 407931 340721 281249 277699 272780 270250 249883 244436 235241 218175 217821 211289 203522 202112 194797 193515 185307 182017 179065 173722 173229 169360 162433 154846 139177 137512 124100 123938 117644 114691 112330 110822 103455 103281 80709 80483 76672 75036 71549 65975 61461 55011 53062 48021 46135 41732 41558 41112 38315 37747 35850 33953 32758 31923 31024 29997 26737 25698 24004 22653 22490 21174 20460 19555 19480 19288 19190 19149 18436 17438 17032 16881 16301 16202 15871 15663 14746 13220 12948 11991 10662 10651 9937 9380 8504 7599 6503 6375 6062 6027 6016 5847 4821 4751 4705 4275 3660 3440 3173 3150 3022 2906 2848 2825 2808 2750 2576 2448 2216 2135 2065 1990 1833 1746 1717 1711 1584 1526 1427 1137 1033 876 847 824 766 714 638 528 220 110 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_114_0" 0 89322 0 0 625040 2169106 42251 11418923 1304453 0 2164469 710607 2702 673794 1452480 133953 2837524 0 2589330 0 0 0 595867 159545 2818996 318620 23937 0 3616210 0 0 0 0 957 137514 40811 0 4163 118614 0 1084755 765545 17324 521353 0 189275 0 0 0 1140436 371 340528 4844 0 0 0 0 8037 0 716511 2690 0 0 6539 0 0 0 767 5302 0 0 113981 990 0 0 0 0 0 0 0 6535 107994 0 0 1192 0 0 0 8350 2236 0 12423 0 2810 0 44690 8928 9209 0 17996 0 0 250649 63090 0 0 0 10488 2657 0 0 0 0 0 120 0 0 0 0 0 0 0 0 314 0 0 0 0 0 0 0 0 0 883 4815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4035 1151 0 0 0 0 2265 0 0 797854 672597 214586 24544 3800 3156 2612 2521 2459 821 474 375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_088_0" 0 20729 0 43483 13797380 218755 3916893 201518 0 0 0 338671 1701310 0 0 2079688 11314 0 0 0 4806524 0 21604 0 300026 195670 931684 0 0 0 0 0 0 0 127315 0 0 0 0 0 0 0 6462791 24295 0 23965 0 0 0 52823 392560 0 205383 0 0 90881 0 83637 0 0 0 0 0 0 0 0 0 1096722 0 46584 18824 0 0 0 0 0 0 7501 0 0 0 3594537 115586 0 100366 96804 68691 0 105702 14103 10639 96175 0 303472 0 0 0 92367 0 0 22992 0 0 2104216 757404 0 7142 192365 84251 0 104859 0 0 0 0 0 2710 0 0 0 0 29124 0 17330 0 0 0 185213 0 0 0 0 0 0 341074 0 0 0 87231 0 0 40731 0 0 89964 0 0 0 5564 126793 0 0 0 0 31559 121090 0 0 0 0 0 0 15588 0 0 198212 13135 0 0 0 84991 0 31377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10155 0 0 0 0 0 0 0 0 35083 3320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_089_0" 0 29587 0 0 5323409 1776181 3079017 774163 78930 0 179684 353171 299263 223122 864611 0 987025 0 0 173937 0 0 464000 0 1073462 0 429133 0 0 0 0 0 0 1423961 0 0 0 0 0 0 0 23738 1872544 1356176 0 171430 46416 0 0 0 3556 20192 86078 0 38889 376203 0 97085 0 832640 0 0 0 0 0 0 0 0 0 10439 0 0 0 0 0 0 0 0 0 0 0 14291296 0 0 0 0 0 0 0 0 0 68778 0 149657 0 0 0 22239 0 0 0 0 0 8894125 0 0 0 35092 0 0 0 0 0 0 0 0 0 0 0 0 0 432290 0 0 0 0 0 0 0 0 0 0 0 0 959931 0 0 0 0 0 0 16293 0 0 0 0 0 0 0 501293 0 0 0 0 11303 21942 0 0 0 0 1407091 0 0 266954 0 557851 0 0 0 0 211445 0 0 633573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4268 30472 0 0 0 186182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_099_0" 30651 0 0 0 12885425 64625 4446856 282581 0 0 0 981337 7739589 0 0 1595300 0 0 0 0 3392252 0 0 0 0 36502 1083550 0 0 0 1228735 22321 17051 5789 47865 0 0 0 0 0 0 85351 4406402 0 47957 0 14013 0 0 14326 61096 0 72054 0 4343 311575 6958 2141 341334 0 5565 0 92529 0 0 583409 0 71302 0 0 2444 7499 0 0 48717 38669 0 79298 0 27768 0 960119 59118 0 120015 12941 0 32330 40695 2404 70212 0 0 148442 99826 7495 0 237587 5187 2413 0 0 0 529465 114723 0 22554 14655 198799 0 0 0 0 0 0 0 14844 0 23425 0 0 0 10479 0 0 0 0 0 20726 0 0 0 0 0 12809 0 14361 0 0 0 0 25051 0 0 0 62063 0 1407 0 9468 0 0 0 1943 0 46383 0 0 0 0 0 0 1534 0 0 200962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24585 0 0 0 76722 0 0 0 370829 156082 10528 4633 3855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_158_0" 0 46837 0 0 5946752 3933641 1420376 5667446 550776 0 623960 6543851 3101110 40228 3718 5062434 135288 213141 839068 0 5240805 0 81925 130882 492796 740162 51510 0 478864 0 78613 694311 3836 35971 258504 60660 9259 18989 3887 0 1053266 781411 319765 31350 0 20961 52978 0 33583 1018872 44927 213762 16422 130841 5063 102254 5664 32982 135637 10532 14928 483049 13279 283255 4945 316155 0 77 92 0 277 134246 0 4847 2378 0 2660 11128 0 0 3651 1000776 0 0 0 10933 5279 409469 27534 4108 84713 9500 2306 2645 5007 33871 1520 2706 3379 18014 0 0 116561 562591 3795 0 14809 13115 323796 2033 0 0 0 2295 2064 0 1063 0 5412 329 113 308 796 149 0 0 0 0 0 0 0 0 0 2306 58144 303 0 0 1335 1161 0 2105 0 0 0 0 929 0 852 24961 3389 0 0 0 79907 7908 0 591 0 359916 0 0 6023 3112 0 0 750 0 0 0 0 0 6968 0 0 0 0 0 0 0 0 0 78782 0 13865 0 0 0 0 0 0 478 0 0 0 0 0 0 0 0 7400 0 0 0 0 6563 3050 0 0 209731 1741 945 765 750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_104_0" 0 20018 0 0 360780 153959 3564967 3677305 583725 304874 770000 720683 4900229 509434 29902 3924666 841485 315292 798429 37348 1599094 0 77546 241633 2081606 272324 9889 0 0 0 0 21732 321556 125844 134207 12387 509238 90059 31298 0 847790 1209455 469473 70219 114390 239301 0 0 0 623875 11199 233111 13894 1296519 0 0 111980 97363 70982 149712 37399 0 0 171481 0 962939 0 0 3735 0 0 200747 0 418 0 0 16112 0 0 0 10255 228728 1796 0 39909 0 0 66454 70552 0 175794 7697 0 1381 1258939 67109 1884 0 9533 25178 0 0 18163 115104 0 0 39798 12139 259530 11095 0 2469 0 0 981 0 0 0 29754 46981 0 0 0 0 3021 0 0 4928 833 0 0 0 0 0 8063 0 0 0 2795 0 0 4865 0 0 0 0 3913 0 0 8274 0 0 0 0 0 0 0 0 0 466403 0 0 0 0 0 0 0 0 0 0 0 0 0 5894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6967 0 0 0 0 0 0 0 0 189 0 0 5664 5079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_106_0" 0 157859 0 1010 7524941 2546417 236757 4090890 859144 0 900221 878518 77576 155984 892574 1540354 1565644 0 0 0 3238517 0 410372 105476 3805302 455706 2823 0 486883 0 0 462223 0 65992 183765 67029 0 2572 0 0 78544 1140063 22705 767065 0 2147174 0 0 0 102618 48118 145715 91670 0 0 640 0 3351 3563 195326 0 0 0 199313 0 0 0 0 2240 0 0 321042 0 0 0 0 0 3089 0 0 0 285611 0 0 1951 0 85 9170 82265 0 84841 0 0 60030 7531 20295 1905 0 1940 6251 0 0 6799 167584 0 0 423205 5580 72628 0 0 0 0 0 0 0 0 0 2522 0 0 891 0 77 0 0 0 0 0 0 0 0 0 0 16428 0 0 0 0 0 0 0 0 0 0 37147 0 0 0 3906 0 328 0 0 0 6328 0 1026 0 1231864 0 0 7061 0 0 0 4207 872 0 0 0 0 2102 14118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3744 0 0 0 0 0 0 0 0 0 0 0 0 0 4230 956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_107_0" 775609 211277 0 211 99472 1096230 112980 3995618 5869074 5189652 7341090 44540 32706 1652065 5089728 228903 3920164 0 6899267 17626 41865 48986 913151 320740 653032 46881 86082 492565 773539 0 0 74951 43744 123773 40222 84562 0 460871 107718 0 281067 16230 4184 465774 1664 438531 0 0 65355 8492 60657 61386 3645 0 28105 0 61006 32875 2803 511628 51589 0 34297 1058 20594 1961 116138 56852 39308 14854 16979 3081 8769 0 0 0 28947 25502 8615 0 90071 24213 0 0 20999 4590 24835 847 120466 98332 29604 4190 3953 12682 2439 0 9442 13211 1325 30590 796 222459 14633 15798 0 0 6207 9945 0 19336 10299 1925 13005 8636 806 3810 5273 0 0 924 14078 10607 9688 714 1484 2731 0 0 0 477151 0 0 729 6690 0 0 0 0 0 10839 0 0 4133 1910 1705 0 257 0 2839 0 4020 5447 0 0 340214 1114 0 0 0 0 0 0 16748 0 0 5345 8816 1843 87 1987 0 0 14961 0 0 0 0 0 0 0 0 0 9894 0 8348 0 216 0 0 0 0 2228 0 40268 0 0 0 0 0 0 0 0 2126 0 0 3378 0 0 0 0 0 524 0 0 0 0 0 0 71685 60811 3615 2932 1900 1289 827 421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ES_207_0" 23468 0 0 0 1249181 261393 1538631 165729 0 0 125172 86620 97019 0 124934 280424 307118 0 0 0 0 0 4025 13440 138426 25428 143854 43531 0 0 0 0 1802359 0 52467 1392 0 0 0 0 18749 161920 237491 1433 0 59169 18329 0 75248 0 300027 1882 303836 0 8142 8718879 308629 45866 682508 0 0 0 91974 8457 0 256786 0 9942 0 0 0 0 0 0 0 0 0 171874 0 0 0 9626693 173210 0 621279 0 1678 36469 197996 0 9716 40015 0 22491 0 0 0 31064 0 0 0 0 0 5540562 0 0 0 162518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57138 0 0 0 0 0 0 748244 18433 0 0 27050 0 0 38712 0 0 0 12857 0 0 0 266372 0 0 0 0 0 0 0 0 0 0 0 0 0 513141 0 61147 0 0 0 0 116128 0 0 161719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54795 0 282373 70756 48324 213715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6170 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
